        21  0.3209188E+00 -0.8554982E+00 -0.3922612E+00  0.1351056E+00  0.3276259E+00 -0.2917501E+00 -0.4793713E+00  0.7633718E+00  0.1299468E+01 -0.2246217E-07 -0.3749849E-07  0.1963705E-14  0.3278222E-14  0.5138744E+00  0.8578654E+00
        22  0.2395485E+00 -0.8975167E+00 -0.3567042E+00 -0.2734076E-01  0.2779621E+00 -0.3574410E-01 -0.5259751E+00  0.9903955E-03  0.1506996E+01 -0.1998046E-09 -0.4371093E-07  0.1746747E-16  0.3821331E-14  0.4570996E-02  0.9999896E+00
        23  0.3885349E+00 -0.8567881E+00 -0.3220211E+00  0.2582931E+00  0.2009133E+00 -0.3948276E+00 -0.2418815E+00  0.1340887E+01  0.8824554E+00 -0.3640813E-07 -0.2418953E-07  0.3182900E-14  0.2114716E-14  0.8329209E+00  0.5533920E+00
        25  0.2388570E+00 -0.9283620E+00 -0.2711879E+00 -0.2704819E-01  0.2025833E+00  0.3088579E-02 -0.4387320E+00 -0.1957924E-01  0.1629602E+01 -0.1036528E-11 -0.4371139E-07  0.9061612E-19  0.3821371E-14  0.2371298E-04  0.1000000E+01
        27  0.3671988E+00 -0.8968702E+00 -0.2271606E+00  0.1278797E+00  0.1639026E+00 -0.2560855E+00 -0.2230786E+00  0.1268389E+01  0.1130918E+01 -0.3266730E-07 -0.2904365E-07  0.2855866E-14  0.2539076E-14  0.7473406E+00  0.6644412E+00
        28  0.2988913E+00 -0.9264255E+00 -0.2118845E+00  0.4114727E-01  0.1473949E+00 -0.1354379E+00 -0.3053668E+00  0.6573590E+00  0.1569729E+01 -0.1681377E-07 -0.4034827E-07  0.1469906E-14  0.3527358E-14  0.3846542E+00  0.9230608E+00
        31 -0.7419188E-03  0.7358436E+00 -0.6696278E+00 -0.3051185E+00 -0.9772869E-01 -0.7367034E+00 -0.6174602E-01 -0.8156266E+00 -0.6270854E-01  0.4371087E-07  0.2133007E-09 -0.3821326E-14 -0.1864734E-16 -0.9999881E+00 -0.4879751E-02
        32 -0.6595354E-03  0.6688735E+00 -0.7366861E+00 -0.3397784E+00 -0.1147440E+00 -0.7343389E+00 -0.5746769E-01 -0.6669707E+00 -0.6041576E-01  0.4371098E-07  0.1896179E-09 -0.3821335E-14 -0.1657693E-16 -0.9999906E+00 -0.4337952E-02
        33 -0.8717298E-01  0.7678069E+00 -0.6268678E+00 -0.1360138E+00 -0.2058946E+00 -0.5369290E+00 -0.4760104E+00 -0.6491473E+00 -0.5612523E+00  0.3672297E-07  0.2370883E-07 -0.3210424E-14 -0.2072692E-14 -0.8401237E+00 -0.5423949E+00
        35 -0.1647990E+00  0.7261741E+00 -0.6601008E+00 -0.3629167E-02 -0.2093307E+00 -0.2193280E+00 -0.6983876E+00 -0.2364165E+00 -0.7151424E+00  0.2045636E-07  0.3862930E-07 -0.1788352E-14 -0.3377081E-14 -0.4679869E+00 -0.8837354E+00
        37 -0.8665396E-01  0.6301307E+00 -0.7648580E+00 -0.1674556E+00 -0.2417669E+00 -0.5537242E+00 -0.4812650E+00 -0.4281124E+00 -0.3622606E+00  0.3680369E-07  0.2358335E-07 -0.3217481E-14 -0.2061722E-14 -0.8419702E+00 -0.5395241E+00
        39 -0.1643624E+00  0.6554679E+00 -0.7310327E+00 -0.5447916E-02 -0.2369450E+00 -0.2226708E+00 -0.6963609E+00 -0.2010319E+00 -0.5776906E+00  0.2056720E-07  0.3857040E-07 -0.1798042E-14 -0.3371932E-14 -0.4705226E+00 -0.8823879E+00
        43  0.8896752E+00 -0.2350649E+00  0.3784820E+00  0.6368659E+00  0.3157949E+00 -0.1431461E+00 -0.4050277E-01 -0.1539450E+01 -0.7120076E+00  0.3968970E-07  0.1831430E-07 -0.3469784E-14 -0.1601087E-14 -0.9079944E+00 -0.4189824E+00
        44  0.9232618E+00 -0.2439293E+00  0.2812833E+00  0.5020368E+00  0.1411695E+00 -0.1125732E+00 -0.9886931E-02 -0.1806145E+01 -0.3931966E+00  0.4273788E-07  0.9173849E-08 -0.3736264E-14 -0.8020033E-15 -0.9777286E+00 -0.2098732E+00
        46  0.8897004E+00 -0.3768550E+00  0.2353384E+00  0.3955886E+00  0.2068687E+00 -0.1406800E+00 -0.4411481E-01 -0.1707893E+01 -0.7791289E+00  0.3969273E-07  0.1830773E-07 -0.3470049E-14 -0.1600512E-14 -0.9080638E+00 -0.4188319E+00
        47  0.9230563E+00 -0.3038368E+00  0.2171309E+00  0.4223985E+00  0.8369401E-01 -0.9589029E-01 -0.1302427E-02 -0.1858304E+01 -0.4174004E+00  0.4272544E-07  0.9231608E-08 -0.3735177E-14 -0.8070528E-15 -0.9774440E+00 -0.2111946E+00
        49  0.8457898E+00 -0.3993355E+00  0.3343416E+00  0.4359853E+00  0.3895180E+00 -0.1890117E+00 -0.1460168E+00 -0.1317226E+01 -0.1145108E+01  0.3283560E-07  0.2885323E-07 -0.2870579E-14 -0.2522430E-14 -0.7511909E+00 -0.6600850E+00
        51  0.8455591E+00 -0.3174529E+00  0.4133328E+00  0.5324600E+00  0.4981197E+00 -0.1850144E+00 -0.1481990E+00 -0.1239335E+01 -0.1072124E+01  0.3279178E-07  0.2890302E-07 -0.2866749E-14 -0.2526783E-14 -0.7501884E+00 -0.6612241E+00
        59  0.6424896E+00  0.7544018E+00 -0.8666438E-01  0.3696484E-01 -0.1005782E+00  0.3272187E-01 -0.1364355E+00  0.8647063E+00 -0.1697639E+01 -0.2046055E-07  0.3862708E-07  0.1788718E-14 -0.3376887E-14  0.4680828E+00 -0.8836846E+00
        60  0.6819382E+00  0.7254037E+00  0.3184968E-02 -0.9227041E-02 -0.1509881E-01 -0.1468864E-01  0.4736430E-02  0.4216439E+00 -0.1910746E+01 -0.9866902E-08  0.4258321E-07  0.8625920E-15 -0.3722743E-14  0.2257284E+00 -0.9741903E+00
        62  0.6574087E+00  0.7197238E+00 -0.1926962E+00  0.1209782E+00 -0.2582102E+00  0.7768406E-01 -0.2449317E+00  0.6608768E+00 -0.1718064E+01 -0.1657839E-07  0.4044555E-07  0.1449329E-14 -0.3535863E-14  0.3792693E+00 -0.9252863E+00
        64  0.7413439E+00  0.6633856E+00 -0.1413454E-02 -0.2902461E-01  0.8272544E-02 -0.2473243E-01  0.6891889E-02 -0.3222232E+00 -0.1934268E+01  0.7092823E-08  0.4313209E-07 -0.6200743E-15 -0.3770728E-14 -0.1622649E+00 -0.9867472E+00
        65  0.7699740E+00  0.6231544E+00 -0.9117661E-01 -0.5145038E-01 -0.1624273E+00 -0.5083380E-01 -0.9517391E-01 -0.6744634E+00 -0.1811480E+01  0.1504061E-07  0.4104224E-07 -0.1314892E-14 -0.3588027E-14 -0.3440890E+00 -0.9389370E+00
        67  0.7254873E+00  0.6504946E+00 -0.1926100E+00 -0.2108368E-01 -0.2771697E+00 -0.4119826E-01 -0.2155808E+00 -0.1290563E+00 -0.1858913E+01  0.2564633E-08  0.4363609E-07 -0.2242074E-15 -0.3814788E-14 -0.5867197E-01 -0.9982773E+00
        71  0.2387432E+00  0.8881349E+00  0.3789907E+00  0.6846581E-01 -0.2772651E+00 -0.4237843E-02 -0.5507561E+00  0.2424132E-02  0.1497309E+01  0.3172007E-10 -0.4371138E-07 -0.2773057E-17  0.3821370E-14 -0.7256706E-03  0.9999997E+00
        72  0.2226924E+00  0.9201136E+00  0.3059135E+00  0.4641584E-01 -0.2136411E+00  0.3246928E-01 -0.4893224E+00 -0.1613958E+00  0.1548469E+01  0.4637010E-08 -0.4346474E-07 -0.4053803E-15  0.3799809E-14 -0.1060824E+00  0.9943573E+00
        74  0.3695062E+00  0.8904903E+00  0.2495556E+00 -0.1527540E+00 -0.1719898E+00 -0.2745238E+00 -0.2289670E+00  0.1277025E+01  0.1121666E+01 -0.3310422E-07 -0.2854463E-07  0.2894063E-14  0.2495451E-14  0.7573363E+00  0.6530250E+00
        75  0.2873855E+00  0.9201935E+00  0.2468130E+00 -0.2564998E-01 -0.1996965E+00 -0.1260301E+00 -0.3716523E+00  0.5084297E+00  0.1589849E+01 -0.1371550E-07 -0.4150386E-07  0.1199047E-14  0.3628383E-14  0.3137741E+00  0.9494977E+00
        77  0.4017474E+00  0.8469006E+00  0.3331839E+00 -0.2798314E+00 -0.1928763E+00 -0.4176757E+00 -0.2060517E+00  0.1401188E+01  0.7733512E+00 -0.3836996E-07 -0.2093876E-07  0.3354409E-14  0.1830524E-14  0.8778024E+00  0.4790229E+00
        79  0.3356774E+00  0.8446251E+00  0.4035184E+00 -0.1865861E+00 -0.3018910E+00 -0.3508729E+00 -0.4597827E+00  0.8838971E+00  0.1214265E+01 -0.2599025E-07 -0.3514531E-07  0.2272140E-14  0.3072500E-14  0.5945876E+00  0.8040309E+00
        87  0.3106167E+00 -0.8540984E+00  0.3978056E+00 -0.1230626E+00 -0.3183291E+00  0.2829542E+00  0.4939975E+00  0.6654186E+00  0.1314635E+01 -0.1987203E-07 -0.3893312E-07  0.1737268E-14  0.3403642E-14  0.4546189E+00  0.8906860E+00
        88  0.2144552E+00 -0.8960998E+00  0.3738993E+00  0.8013951E-01 -0.2471974E+00 -0.7228341E-01  0.5543416E+00 -0.2383504E+00  0.1444883E+01  0.6983525E-08 -0.4314992E-07 -0.6105192E-15  0.3772286E-14 -0.1597644E+00  0.9871552E+00
        90  0.3956653E+00 -0.8556491E+00  0.3111384E+00 -0.2537153E+00 -0.1908385E+00  0.3604375E+00  0.1993753E+00  0.1388707E+01  0.8288343E+00 -0.3750201E-07 -0.2245628E-07  0.3278530E-14  0.1963191E-14  0.8579460E+00  0.5137398E+00
        93  0.2112576E+00 -0.9309634E+00  0.2826624E+00  0.6576825E-01 -0.1675635E+00 -0.8305143E-01  0.4564189E+00 -0.2897164E+00  0.1562392E+01  0.7889315E-08 -0.4299354E-07 -0.6897059E-15  0.3758615E-14 -0.1804865E+00  0.9835775E+00
        95  0.3664401E+00 -0.8976329E+00  0.2206795E+00 -0.1282586E+00 -0.1392320E+00  0.2697308E+00  0.2276855E+00  0.1264287E+01  0.1141280E+01 -0.3252198E-07 -0.2920628E-07  0.2843162E-14  0.2553294E-14  0.7440161E+00  0.6681617E+00
        96  0.2781938E+00 -0.9309459E+00  0.2161099E+00 -0.2119858E-01 -0.1378609E+00  0.8726536E-01  0.3043955E+00  0.4295738E+00  0.1634710E+01 -0.1118319E-07 -0.4225662E-07  0.9776656E-15  0.3694191E-14  0.2558416E+00  0.9667187E+00
       101 -0.6817502E+00 -0.6300384E-02 -0.7259718E+00  0.3979943E-02  0.4621464E-01  0.7133248E-02 -0.4099126E-02 -0.1077920E-01 -0.5632064E-01 -0.9919497E-08 -0.4257099E-07  0.8671900E-15  0.3721674E-14  0.2269316E+00  0.9739107E+00
